"title","description","rating","year","tags","cover"
"The Faraway Paladin","A man dies alone after living a stagnant and fruitless life — but that's not where his story ends, as a boy named William is born into a land of fantasy and magic. Raised in a city of the dead by his new family — a mummy, a skeleton, and a ghost — he can remember glimpses of his past life, enough to know his time on Earth was wasted, and he vows not to let that happen again. Schooled in magic and combat, Will sets out on a journey to see the world. Along the way, he'll meet beings of all shapes and sizes. Each of these people has a story to tell and a lesson to teach Will about how to live his life to the fullest.",4.5,2017,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'Magic', 'Person in a Strange World', 'Reincarnation', 'Adapted to Anime', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/the-faraway-paladin-1-190x269.jpg?t=1625917483"
"Volcanic Age","Joo Seo-Cheon, a man who survives the age of war through sheer luck, becomes Hwasan faction's elder only to live a life full of regrets and doubts. He then lies on his death bed waiting for the inevitable when he is returned to the past…",4.5,2017,"['Action', 'Adventure', 'Fantasy', 'Manhwa', 'Webtoons', 'Full Color', 'Second Chance', 'Time Travel', 'Wuxia']","https://cdn.anime-planet.com/manga/primary/volcanic-age-1-190x266.jpg?t=1625916683"
"Houkago (Tomo OSHIMA)","An after school romance of two girls.",4.5,2018,"['Comedy', 'GL', 'Romance', 'Yuri', 'Doujinshi', 'School Life']","https://cdn.anime-planet.com/manga/primary/houkago-tomo-oshima-1-190x266.jpg?t=1625925818"
"xxxHOLiC: Rei","Kimihiro Watanuki continues his relationship with the Space-Time Witch, Yuko. In her mysterious shop where wishes are granted—for a price—will he discover even more secrets? And what will he have to trade this time for the answers he seeks?",4.5,2013,"['Comedy', 'Drama', 'Fantasy', 'Seinen', 'Hiatus', 'Japanese Mythology', 'Magic', 'Mysterious Shop', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/xxxholic-rei-1-190x278.jpg?t=1625912760"
"Lala - Part 2","The second season of Lala.",4.5,2019,"['Comedy', 'Drama', 'GL', 'Manhua', 'Romance', 'Shoujo-ai', 'Webtoons', 'Full Color', 'School Life']","https://cdn.anime-planet.com/manga/primary/lala-part-2-1-190x281.jpg?t=1625923921"
"Lone Wolf and Cub","In the feudal era of Japan, Ogami Itto is the elite executioner for the Shogun until the ruthless Yagyu clan frames him in an attempt to gain the position. His name dishonored and his wife murdered, Itto and his infant son Daigoro wander Japan as an assassin for hire, named Lone Wolf and Cub. Ultimately, Ogami Itto strives for revenge against the Yagyu clan.",4.5,1970,"['Action', 'Adventure', 'Drama', 'Seinen', 'Assassins', 'Feudal Japan', 'Gekiga', 'Historical', 'Martial Arts', 'Samurai']","https://cdn.anime-planet.com/manga/primary/lone-wolf-and-cub-1-190x276.jpg?t=1625908538"
"I Married the Male Lead's Dad","In my real life, I was happy fawning over Abel Louvremont, the main character of my favorite book ‘Persona.’ But after a fateful car accident, I woke up in ‘Persona,’ but when Abel is still a precious child. Now, as Aisha Heathcliff, I can fangirl adorable Abel up close, squee!! I’ll do anything I can to make sure he is taken care of and gets what he needs! And, somehow, that means I’m engaged to... his dad?!",4.5,2020,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Full Color', 'Isekai', 'Magic', 'Mature Romance', 'Nobility', 'Person in a Strange World', 'Transported Into a Novel', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/i-married-the-male-leads-dad-1-190x266.jpg?t=1625929534"
"Salt Friend","The bad boy who looks fierce on the outside is a crybaby that hides his true nature on the inside?! The good school bully is actually just an illusion in order not to be laughed at! His only choice is to play this role all the time...",4.5,2020,"['Manhua', 'Webtoons', 'Full Color', 'School Life']","https://cdn.anime-planet.com/manga/primary/salt-friend-1-190x266.jpg?t=1625927859"
"Moon Land","Mitsuki Amahara is an avid gymnast in his third year of middle school, but it's not until the final middle school competition that he competes for the first time. There, he is taken aback by the stunning performance of Sakura Dogase, a member of a renowned club. What will Mitsuki do in order to get closer to his goal...?!",4.5,2018,"['Shounen', 'Sports', 'Gymnastics', 'School Club', 'School Life']","https://cdn.anime-planet.com/manga/primary/moon-land-1-190x300.jpg?t=1625920173"
"My Brother's Husband","Yaichi is a work-at-home suburban dad in contemporary Tokyo; formerly married to Natsuki, father to their young daughter, Kana. Their lives suddenly change with the arrival at their doorstep of a hulking, affable Canadian named Mike Flanagan, who declares himself the widower of Yaichi’s estranged gay twin, Ryoji. Mike is on a quest to explore Ryoji’s past, and the family reluctantly but dutifully takes him in.",4.5,2014,"['Comedy', 'Drama', 'Seinen', 'Slice of Life', 'Death of a Loved One', 'Family Life', 'LGBT Themes']","https://cdn.anime-planet.com/manga/primary/my-brothers-husband-1-190x271.jpg?t=1625914303"
"Spirit Circle","Fuuta Okeya can see dead people. Besides that―and the bandage he always keeps on his cheek―he’s a perfectly normal 14-year old boy who thinks the new transfer student is pretty cute. But to his dismay, Kouko Ishigami wants little to do with him. Strangely enough, it’s the ghost that follows her around that seems glad to see Fuuta. Just when Fuuta thinks he’s won Kouko over, she catches a glimpse of the birthmark beneath the bandages on cheek, and has a change of heart. Not only does she denounce him as her enemy, but she claims that the birthmark is a curse she engraved upon his face during one of the many past lives they shared together. Just what does Kouko have against him―and who is her enigmatic, ghostly shadow?",4.5,2012,"['Adventure', 'Comedy', 'Drama', 'Ecchi', 'Romance', 'Sci Fi', 'Seinen', 'Ghosts', 'Psychological', 'Reincarnation', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/spirit-circle-1-190x271.jpg?t=1625910932"
"Seraph of the End: Guren Ichinose - Catastrophe at Sixteen (Light Novel)","The apocalypse is not only near, but a certainty. Set before the event and the aftermath detailed by the hit manga, this stand-alone prequel light novel series chronicles the inexorable approach of the reign of vampires. Witness the trials of Guren Ichi­nose, who must hide his true strength even as he is trampled on at an academy for the insufferably privileged.",4.5,2013,"['Action', 'Light Novels', 'School Life', 'Supernatural', 'Vampires', 'Based on a Manga']","https://cdn.anime-planet.com/manga/primary/seraph-of-the-end-guren-ichinose-catastrophe-at-sixteen-light-novel-1-190x259.jpg?t=1625914392"
"Genshin Impact","Aeons ago, the elder elemental gods granted civilization to the human race, but the world soon splintered as corruption and greed grew without check. Can the forces holding this world together be balanced against human desires, or is everything ultimately doomed to end in destruction? ",4.5,2018,"['Adventure', 'Fantasy', 'Manhua', 'Full Color', 'Magic', 'Based on a Video Game']","https://cdn.anime-planet.com/manga/primary/genshin-impact-1-190x285.jpg?t=1625920954"
"Dandadan","Takakura, an occult maniac who doesn't believe in ghosts, and Ayase, a girl who doesn't believe in aliens, try to overcome their differences when they encounter the paranormal!",4.5,2021,"['Action', 'Ecchi', 'Shounen', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/dandadan-1-285x451.jpg?t=1628264112"
"Forest of Piano","This is a story about a piano, pitifully abandoned in the woods, and a young boy, Kai, who grew up playing it as his favorite toy. While Kai cannot even read sheet music, one day, he meets Shuhei Amamiya, an aspiring child pianist who transfers schools from Tokyo, and their music teacher, Sosuke Ajino. Ajino was also once a gifted pianist, until a tragic accident stole his promising future from him forever. Each from a different background, the trio's personalities gravitate to one another and rebound. All the while, the piano sits patiently, awaiting a hand to play it.",4.5,1998,"['Drama', 'Seinen', 'Classical Music', 'Music', 'School Life', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/forest-of-piano-1-190x285.jpg?t=1625908426"
"Higurashi When They Cry: Atonement Arc","Years ago, Reina moved to the remote village Hinamizawa with her family, but soon her mother became distant and ultimately left her father for another man. These actions caused Reina to have a breakdown, hurting herself and others in the process. After returning to Hinamizawa once more Reina – now known as Rena – hangs out with new friends such as Keiichi and others such as Mion and lives a good life; but soon she discovers that more is going on in her life and on the island than she imagined...",4.5,2006,"['Horror', 'Mystery', 'Shounen', 'Countryside', 'Island', 'Psychological', 'Supernatural', 'Based on a Doujinshi', 'Based on a Visual Novel']","https://cdn.anime-planet.com/manga/primary/higurashi-when-they-cry-atonement-arc-1-190x281.jpg?t=1625908682"
"Pheromone Shower: Omegaverse Short Stories - Specials","Special chapters for Pheromone Shower: Omegaverse Short Stories.",4.5,2019,"['BL', 'Manhwa', 'Webtoons', 'Yaoi', 'Full Color', 'Omegaverse']","https://cdn.anime-planet.com/manga/primary/pheromone-shower-omegaverse-short-stories-specials-1-190x269.jpg?t=1625925422"
"Toilet-Bound Hanako-kun 0","The origin of AidaIro’s masterpiece!  Toilet-bound Hanako-kun was originally published in  Monthly GFantasy as a self-contained short series, and you can read those three chapters here along with AidaIro’s debut work, “The Beloved Living Dead.” Come and see where it all began!",4.5,2014,"['Comedy', 'Drama', 'Mystery', 'Shounen', 'Ghosts', 'School Life', 'Supernatural', 'Urban Legend']","https://cdn.anime-planet.com/manga/primary/toilet-bound-hanako-kun-0-1-285x429.jpg?t=1634790445"
"One Piece episode A","Washed up on the shores of a deserted island at the edge of the East Blue Sea, two men from different backgrounds unite in their shared thirst for adventure. One of them, Portgaz G. Ace, will follow in his infamous father’s footsteps as the fearless captain of a pirate crew. The other, Masked Deuce, becomes the reluctant first member of Ace’s Spade Pirates. Survival is not enough for these seafaring buccaneers, as together they seek treasure, excitement, and a route to the New World.",4.5,2020,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/one-piece-episode-a-1-190x266.jpg?t=1625928983"
"Nekota no Koto ga Ki ni Natte Shikatanai.","Amane Mikiko, better known as Mikki, is an elementary school student who moves a lot and has to transfer schools often. As soon as she makes friends, she has to painfully say goodbye to them. She is determined to not make any new friends at her new school, but it doesn't exactly go her way... especially when she meets a boy with the head of a cat! But hold on... he only looks like that in her eyes?!",4.5,2013,"['Comedy', 'Romance', 'Shoujo', 'School Life', 'Transfer Students', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/nekota-no-koto-ga-ki-ni-natte-shikatanai-1-190x298.jpg?t=1625914309"
